0.3314634453498016,0.5066183937177786,0.9932829141616821,-9.77,-0.16,-2.12,-15.98,-9.33,2.93
0.33147301274587276,0.5030415270444459,0.9465810060501099,-9.77,0.03,-1.93,-13.72,-11.46,-7.01
0.3322449645171911,0.4960709200391059,0.8768201172351837,-9.85,0.07,-1.86,2.93,-10.61,-2.99
0.33165739086567064,0.4903673145837659,1.0,-9.75,0.02,-1.87,17.44,-2.38,8.66
0.33245731487487756,0.48477624058925123,1.0,-9.66,-0.04,-1.96,15.30,-2.44,1.59
0.344962041548748,0.4882383996372279,0.995,-9.66,-0.09,-2.05,-1.34,-8.96,-2.07
nan,nan,nan,-9.88,-0.10,-2.05,-11.16,-4.76,-2.20
0.38911828625987555,0.5467495195391987,0.99,-9.77,-0.01,-1.94,-3.41,0.12,-7.50
0.42792357886198773,0.5893969200349582,0.99,-9.80,-0.12,-1.94,2.13,0.79,-5.24
0.4607681910914609,0.6099561588883324,0.99,-9.76,-0.14,-2.00,0.00,0.67,-0.91
0.46702140308350615,0.6111121588598707,1.0,-9.80,-0.10,-2.00,1.16,4.45,-4.88
0.4631611658010271,0.6054722836072084,1.0,-9.71,-0.18,-1.89,-1.89,3.05,-6.16
0.4588696232164803,0.6020923461849413,1.0,-9.83,-0.14,-1.97,-2.07,1.59,-5.24
0.45568089194030165,0.6004280211556654,1.0,-9.80,-0.09,-2.00,-0.06,3.17,2.32
0.452499759427753,0.5984212871753208,0.9850673675537109,-9.77,-0.18,-2.05,-2.01,5.43,2.38
0.44927500381187624,0.5970381190728622,0.9870975017547607,-9.72,-0.16,-2.04,-8.11,5.49,2.44
0.44666048215692467,0.5973058430657257,0.9880552589893341,-9.78,-0.15,-2.00,-14.27,2.87,6.65
0.4435972922833578,0.5982367318594684,1.0,-9.78,-0.05,-1.89,-14.33,8.66,4.70
0.44063115977015666,0.5990078665625119,1.0,-9.76,0.06,-1.97,-11.52,4.09,1.22
0.4376082461629697,0.6002416177720702,0.9681394696235657,-9.66,0.14,-1.97,1.40,-5.12,-8.72
0.43389213503651525,0.6017648217370138,1.0,-9.76,-0.02,-1.95,9.27,-9.33,-1.28
0.4300134672306278,0.6021371565503892,1.0,-9.73,-0.06,-1.94,8.23,-7.74,-0.37
0.4265522722165017,0.6019560206356881,1.0,-9.73,-0.15,-1.96,5.55,-3.11,-6.52
0.4221900174057829,0.6005892316109515,1.0,-9.66,-0.13,-1.98,1.89,-9.51,-2.80
0.4354349906097137,0.6034937027315479,1.0,-9.74,-0.08,-1.98,2.74,-18.60,-1.71
0.45418926467462023,0.6117675675324287,1.0,-9.76,-0.10,-1.87,-0.73,-17.74,-0.49
0.4573616971196981,0.6145790102597493,1.0,-9.84,-0.18,-1.91,-5.30,-13.60,1.77
0.45425946256560884,0.6136451540958472,1.0,-9.83,-0.14,-1.84,-4.15,-11.40,11.95
0.45238867661741544,0.6132832747030539,1.0,-9.71,-0.11,-1.86,-5.24,-11.71,9.70
0.4502075740956921,0.6131687638699952,1.0,-9.75,-0.11,-1.89,-2.68,-9.45,1.34
0.44778744159672756,0.612920888736126,1.0,-9.78,-0.06,-1.87,0.37,-14.39,3.54
0.4454751227134328,0.6126481266592656,1.0,-9.80,-0.06,-1.88,5.73,-12.26,9.45
0.44273208750209553,0.6120667084429574,1.0,-9.73,-0.06,-1.86,0.18,-15.06,10.00
0.4401975102348088,0.6122226275002809,1.0,-9.66,-0.04,-1.97,-8.29,-25.73,2.32
0.4379617183368869,0.611837769051137,1.0,-9.76,0.00,-2.11,0.18,-36.89,-3.23
0.435029678508943,0.6131077279425863,1.0,-9.73,0.08,-1.99,7.07,-43.05,6.28
0.43261853700125436,0.6144482915664476,0.9969832301139832,-9.73,0.10,-2.05,15.55,-50.37,5.49
0.4305477610021373,0.6165587199034925,1.0,-9.60,0.00,-1.97,12.93,-69.09,-2.74
0.4293300443529906,0.6173792474567892,1.0,-9.71,0.03,-1.61,17.13,-105.00,-5.43
0.42760635754665677,0.6138877915574943,1.0,-9.90,-0.08,-1.45,16.95,-102.38,3.29
0.42129588837743703,0.5856546135362641,0.9201444041728973,-9.91,-0.07,-1.32,7.07,-82.68,0.49
0.4214357934871627,0.5771065418052836,1.0,-9.87,-0.04,-1.14,1.71,-67.68,-7.99
0.42563592200656886,0.5775984989067188,1.0,-9.82,-0.09,-1.03,-3.66,-59.09,-13.11
0.4263298615303322,0.5789799661556183,0.9918617606163025,-9.80,-0.12,-0.91,-16.77,-44.57,-16.34
0.427270674209052,0.5801204488469711,0.99522864818573,-9.86,-0.40,-1.13,-40.73,-38.78,-31.28
0.4274822167652513,0.5815712429518839,1.0,-9.73,-1.39,-1.61,-201.83,-23.84,-59.76
0.42774137568495735,0.5815431058022802,1.0,-9.38,-2.01,-1.78,-493.90,-9.63,-176.83
0.42781123549581435,0.5810845782477511,0.9887866377830505,-9.49,-2.39,-1.62,-818.48,-16.52,-332.26
0.42839804309446117,0.5800933206044275,1.0,-9.51,-1.81,-1.18,-1096.52,-10.98,-416.04
0.42934307821588363,0.5790098561838882,1.0,-9.97,-1.29,-0.35,-1143.41,-59.39,-432.26
0.43099972836355505,0.578204425434106,1.0,-10.40,-0.85,-0.31,-1027.80,-70.61,-372.13
0.4328936357564669,0.5773667291241755,1.0,-10.21,-0.43,-0.31,-779.02,-64.70,-248.66
0.43462813728880906,0.5779894728322567,0.9740044176578522,-10.22,-0.47,-0.56,-497.38,-51.34,-122.07
0.4360515297239153,0.5776897438783883,0.9885218739509583,-10.08,-0.79,-0.90,-249.09,-27.38,-53.17
0.4376200258063482,0.5784486785048156,1.0,-9.67,-1.27,-1.38,-104.57,-18.17,-29.88
0.4333693432195132,0.5789869102163769,1.0,-9.32,-1.42,-1.52,-25.37,-43.90,-27.56
0.409900697576965,0.5760564964574226,0.99,-9.21,-1.49,-1.85,2.87,-94.39,-47.74
0.3587074914652718,0.5710553018575639,0.99,-9.01,-1.40,-1.94,25.85,-163.66,-37.74
0.29437777420872413,0.5651586181402404,0.99,-8.93,-1.27,-2.00,60.85,-234.33,-53.17
0.24169352735499938,0.5539803995401318,0.99,-9.14,-0.95,-1.76,127.07,-311.83,-52.74
0.20815104451249702,0.5426578052514304,0.99,-9.37,-0.49,-1.33,278.41,-399.82,-33.72
0.18016721041560835,0.5292387560823177,0.99,-9.18,-0.32,-0.56,475.91,-503.96,-10.67
0.15127490458390686,0.5125149103277873,0.99,-9.62,-1.00,-0.20,642.50,-579.27,-5.73
0.13962945582031394,0.5056093753762982,0.99,-10.22,-1.81,0.66,688.23,-562.50,33.29
0.14097713352536467,0.5082077485937655,1.0,-9.63,-1.89,1.76,676.65,-534.94,39.63
0.14524950757486907,0.5122414737605422,1.0,-9.91,-1.84,2.90,636.16,-499.94,57.50
0.14954417868133726,0.5179445589735582,1.0,-10.10,-1.63,3.69,587.50,-444.39,84.09
0.15340421232522297,0.5223647164027505,1.0,-9.79,-1.21,4.18,579.70,-347.62,37.87
0.15642057530766965,0.5266651886297306,1.0,-9.21,-0.83,4.58,539.57,-270.30,30.55
0.161782281516122,0.5307244224829147,0.9663366377353668,-9.09,-0.72,4.53,499.09,-211.89,4.33
0.16597040301235655,0.5339764253093997,1.0,-9.01,-0.67,4.80,461.71,-129.27,-23.35
0.16733627594400435,0.5345592268567372,1.0,-8.99,-0.33,4.90,461.59,-82.80,-77.01
0.14733534623089953,0.516838883233254,0.99,-8.78,0.11,5.34,497.87,-43.78,-74.27
0.13188769557357713,0.5029846559403943,0.99,-8.80,0.57,5.53,607.26,-22.80,-82.38
0.12336814211203188,0.4938419007904986,0.9456104588508606,-8.58,0.93,5.68,761.10,20.79,-69.09
0.1259045518481695,0.4957462789463125,0.9767580628395081,-8.67,1.23,5.67,922.74,78.17,-87.99
0.1282098183723677,0.49756586572511996,1.0,-8.27,0.60,4.93,980.67,64.15,-63.66
0.1295785965163733,0.4998850359563576,1.0,-8.40,0.44,4.42,948.48,35.30,-94.76
0.13122440894389575,0.5018177804977217,1.0,-8.57,0.16,3.95,811.16,48.78,-104.33
0.13364484957833161,0.5037270606213303,1.0,-8.16,0.58,3.64,639.39,48.35,-94.70
0.13648746759566766,0.5066745891606869,1.0,-8.85,1.12,3.99,534.76,48.35,-103.96
0.13861901555389222,0.5075829480353045,1.0,-8.61,1.34,3.71,462.56,68.54,-92.80
0.13983710936396276,0.5087023260758592,1.0,-8.54,2.09,3.75,451.46,62.93,-123.35
0.14229835137967128,0.5117313547846284,1.0,-8.55,2.20,3.82,441.22,57.99,-91.71
0.14546916188580078,0.513091018732263,1.0,-9.43,1.96,3.55,414.45,79.88,-85.49
0.14740680611767282,0.5116277664979136,1.0,-9.98,1.58,3.27,400.30,98.90,-109.70
0.13561783894655122,0.488209004340151,0.99,-9.42,1.67,2.98,376.95,109.21,-152.74
nan,nan,nan,-9.19,1.84,2.80,336.34,137.80,-163.78
nan,nan,nan,-9.38,1.68,2.99,309.39,170.37,-146.77
nan,nan,nan,-9.10,1.47,2.47,270.24,158.96,-130.30
0.9118740651637264,0.7103116516709733,0.7816812168398661,-9.48,1.75,2.56,252.87,170.37,-143.78
nan,nan,nan,-9.73,1.49,2.01,242.93,185.18,-135.55
0.11307350563451084,0.4030694324825046,1.0,-9.31,1.34,1.68,208.66,178.48,-123.11
0.11465148794351813,0.40455402369994303,1.0,-9.67,1.26,1.71,198.90,191.28,-112.07
0.11558330390749272,0.40587912178057783,1.0,-9.68,1.27,1.39,193.23,195.67,-115.79
0.11715809087628545,0.4072596490647991,1.0,-9.85,1.34,1.23,193.48,231.34,-95.55
0.11835678085368932,0.4090014303348751,1.0,-9.50,1.31,1.07,208.90,218.78,-70.12
0.11972754468452695,0.41063324139742824,1.0,-9.75,1.22,1.14,231.46,270.30,-79.39
0.12087050667463803,0.4114741052829014,1.0,-9.37,0.96,0.63,238.48,307.07,-81.04
0.12216305047221059,0.4132952552706778,1.0,-9.49,1.14,0.10,229.70,260.61,-55.12
0.12348716891897546,0.41395670883288777,1.0,-9.71,0.80,-0.13,228.78,269.33,-39.88
0.1241750429534542,0.41579860836600313,1.0,-9.47,1.16,-0.48,221.40,276.89,-11.71
0.126361170254425,0.4162572625852397,1.0,-8.57,1.60,-1.51,257.62,197.68,-41.65
0.12884225825190504,0.41965207495511636,1.0,-10.09,0.57,-1.32,218.05,221.83,29.09
0.1259879326162675,0.43883712349234044,0.995,-9.21,1.06,-1.63,202.26,182.74,14.15
nan,nan,nan,-9.34,0.55,-2.37,161.77,142.13,-1.28
nan,nan,nan,-9.35,0.40,-2.60,84.51,97.62,15.37
nan,nan,nan,-9.41,0.89,-2.63,39.15,31.95,32.80
nan,nan,nan,-9.70,0.92,-2.96,6.10,12.80,89.02
nan,nan,nan,-8.97,1.31,-2.73,-29.15,-64.51,124.94
0.12628712560945407,0.4974625806712375,0.99,-8.91,2.07,-2.35,-36.65,-166.71,89.82
0.12858284037901502,0.4986496722954716,1.0,-9.74,2.24,-1.71,2.01,-218.41,51.34
0.13106709874460315,0.4989114669290219,0.9973343908786774,-10.01,2.40,-1.21,27.80,-210.67,40.12
0.13466332654626267,0.4999509772187111,1.0,-9.74,2.25,-1.00,75.30,-175.30,-25.06
0.13895444806007862,0.5024322545509297,1.0,-9.21,2.11,-0.87,71.59,-182.20,-86.83
0.13673429142360258,0.5030930720591178,1.0,-9.38,1.91,-0.84,91.95,-202.38,-150.00
